═══════════════════════════════════════════════════════════════
  分析统计信息
═══════════════════════════════════════════════════════════════
分析类数量: 10163
分析方法数量: 95812
调用图节点数: 27764
调用图边数: 264174
═══════════════════════════════════════════════════════════════

╔══════════════════════════════════════════════════════════════╗
║  Sink #1: lookup                                             ║
║  找到链条...                                                     ║
╚══════════════════════════════════════════════════════════════╝

<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 328 ---
<java.lang.Throwable: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 329 ---
<java.time.chrono.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 330 ---
<com.vaadin.ui.ConnectorTracker: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 331 ---
<java.time.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 332 ---
<java.util.Collections$SetFromMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 333 ---
<java.util.PropertyPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 334 ---
<java.time.zone.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 335 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.util.Collection getItemPropertyIds()>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.TreeTable: java.lang.Object access$701(com.vaadin.ui.TreeTable,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.Table: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 336 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.util.Collection getItemPropertyIds()>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: com.vaadin.data.Item getItem(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 337 ---
<java.util.concurrent.ConcurrentHashMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: int hashCode()>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.TreeTable: java.lang.Object access$701(com.vaadin.ui.TreeTable,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.Table: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: java.lang.Object prevItemId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: int indexOfId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 338 ---
<javax.swing.JOptionPane: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 339 ---
<javax.swing.JPopupMenu: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 340 ---
<javax.swing.JMenuBar: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 341 ---
<javax.swing.tree.DefaultTreeModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 342 ---
<javax.swing.JTree: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 343 ---
<java.util.concurrent.ConcurrentHashMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 344 ---
<javax.swing.tree.DefaultTreeSelectionModel: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 345 ---
<javax.swing.tree.DefaultMutableTreeNode: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 346 ---
<javax.swing.tree.DefaultTreeCellEditor: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerOrderedWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>

--- 链 347 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
